tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr24114,49, Self-emp-not-inc, 219718, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr24115,36, Private, 126954, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24116,53, Private, 99185, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, >50K
tr24117,21, ?, 40052, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 2001, 45, United-States, <=50K
tr24118,39, Private, 120074, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24119,52, Self-emp-not-inc, 77336, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24120,18, Private, 60981, Some-college, 10, Never-married, Sales, Own-child, White, Female, 2176, 0, 35, United-States, <=50K
tr24121,59, Private, 77884, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr24122,50, Private, 65408, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24123,31, Private, 173279, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
tr24124,52, ?, 318351, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24125,41, Self-emp-not-inc, 157686, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24126,45, Private, 277434, Assoc-acdm, 12, Widowed, Tech-support, Unmarried, White, Male, 0, 0, 40, United-States, >50K
tr24127,54, Local-gov, 184620, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24128,22, Private, 34443, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr24129,50, Private, 268553, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 40, United-States, >50K
tr24130,20, ?, 41356, Assoc-acdm, 12, Never-married, ?, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
tr24131,43, Private, 459342, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24132,48, Local-gov, 148549, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24133,24, Private, 254293, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 45, United-States, <=50K
tr24134,54, Private, 104501, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr24135,26, Private, 238367, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24136,53, Private, 180439, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24137,51, Self-emp-inc, 100029, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr24138,54, Private, 215990, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 44, United-States, >50K
tr24139,46, Private, 319163, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr24140,60, ?, 160155, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 12, United-States, <=50K
tr24141,52, Local-gov, 378045, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr24142,44, Private, 177083, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24143,56, Self-emp-inc, 119891, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1672, 40, United-States, <=50K
tr24144,57, Private, 127779, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24145,35, Private, 299353, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr24146,30, Private, 63861, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24147,29, Private, 112403, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr24148,28, Private, 452808, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24149,30, Private, 176871, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr24150,45, Private, 100651, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 1980, 40, United-States, <=50K
tr24151,17, Private, 266134, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, <=50K
tr24152,54, Local-gov, 196307, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24153,31, Private, 87891, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24154,54, Private, 182314, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
tr24155,55, ?, 136819, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24156,26, Private, 181666, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 40, ?, <=50K
tr24157,37, Private, 179671, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24158,34, Private, 27494, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 48, United-States, >50K
tr24159,38, Private, 338320, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Canada, <=50K
tr24160,51, Private, 199688, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr24161,41, Private, 96635, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 60, United-States, <=50K
tr24162,24, Private, 165064, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24163,56, Self-emp-inc, 109856, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr24164,33, Private, 82393, HS-grad, 9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr24165,31, Private, 209538, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24166,27, Private, 209891, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K
tr24167,32, Self-emp-not-inc, 56026, Bachelors, 13, Married-civ-spouse, Sales, Other-relative, White, Male, 0, 0, 45, United-States, <=50K
tr24168,35, Private, 210844, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K
tr24169,43, Private, 117158, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24170,19, Self-emp-not-inc, 137578, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 53, United-States, <=50K
tr24171,23, Private, 234108, Assoc-acdm, 12, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 32, United-States, <=50K
tr24172,40, Private, 155767, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24173,59, Private, 110820, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, >50K
tr24174,43, Private, 403276, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24175,43, Self-emp-not-inc, 147269, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, ?, <=50K
tr24176,53, Private, 123092, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24177,26, Private, 165673, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24178,68, Self-emp-inc, 182131, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 10605, 0, 20, United-States, >50K
tr24179,41, Private, 204415, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, >50K
tr24180,32, Self-emp-not-inc, 92531, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24181,25, State-gov, 157028, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24182,20, Private, 228649, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24183,22, Private, 147253, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
tr24184,33, Private, 160784, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24185,26, Local-gov, 163189, Some-college, 10, Married-civ-spouse, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr24186,29, Private, 146343, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
tr24187,20, Private, 225811, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 23, United-States, <=50K
tr24188,68, State-gov, 202699, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2377, 42, ?, >50K
tr24189,32, Private, 93930, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24190,23, Private, 412248, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr24191,30, Private, 427474, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr24192,67, State-gov, 160158, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 8, United-States, <=50K
tr24193,26, Private, 159603, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr24194,27, Local-gov, 163862, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr24195,29, Without-pay, 212588, Some-college, 10, Married-civ-spouse, Farming-fishing, Own-child, White, Male, 0, 0, 65, United-States, <=50K
tr24196,38, State-gov, 321943, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24197,17, Private, 317702, 9th, 5, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr24198,48, Private, 287480, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24199,52, Private, 135607, Some-college, 10, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, ?, <=50K
tr24200,28, Private, 168514, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr24201,18, Private, 88642, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr24202,28, Private, 227104, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24203,34, Private, 157289, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24204,62, Private, 213321, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24205,46, Private, 294907, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr24206,30, Private, 251411, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24207,20, Private, 183594, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24208,29, Private, 189565, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 50, United-States, <=50K
tr24209,55, Private, 217802, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 25, United-States, <=50K
tr24210,20, Private, 388156, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 24, United-States, <=50K
tr24211,54, Private, 447555, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr24212,27, Private, 204098, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24213,43, Private, 193882, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
tr24214,48, State-gov, 49595, Masters, 14, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 72, United-States, <=50K
tr24215,34, Private, 228873, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24216,66, ?, 108185, 9th, 5, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr24217,29, Private, 176027, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24218,43, ?, 405374, Some-college, 10, Separated, ?, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr24219,37, Private, 39606, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24220,56, Private, 178353, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24221,58, Private, 160662, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24222,54, Self-emp-inc, 196328, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K
tr24223,45, Private, 20534, Some-college, 10, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 41, United-States, <=50K
tr24224,29, Self-emp-inc, 156815, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24225,26, Private, 360252, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr24226,33, Local-gov, 422718, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24227,45, Self-emp-not-inc, 118081, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 3103, 0, 42, United-States, <=50K
tr24228,25, Private, 262978, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24229,25, Private, 187577, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24230,37, Private, 160920, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24231,20, Private, 194247, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr24232,39, Private, 134367, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 24, United-States, >50K
tr24233,17, Private, 123335, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr24234,27, Local-gov, 332249, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24235,26, Private, 358124, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
tr24236,55, Private, 208019, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr24237,39, Private, 318452, 11th, 7, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr24238,41, Private, 207779, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24239,34, Private, 238376, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr24240,51, Private, 673764, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24241,67, State-gov, 239705, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 12, ?, <=50K
tr24242,40, Private, 133974, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24243,58, Private, 138285, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
tr24244,23, Private, 152140, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24245,45, Local-gov, 287920, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24246,51, Private, 289572, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
tr24247,43, State-gov, 78765, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24248,25, State-gov, 99076, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 2597, 0, 50, United-States, <=50K
tr24249,36, Self-emp-not-inc, 224886, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2407, 0, 40, United-States, <=50K
tr24250,58, Private, 206532, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24251,33, Private, 129529, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24252,60, Local-gov, 202473, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24253,24, Private, 162312, HS-grad, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K
tr24254,45, Private, 72844, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 46, United-States, <=50K
tr24255,49, Private, 206947, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24256,34, State-gov, 20057, Some-college, 10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 38, Philippines, <=50K
tr24257,42, State-gov, 222884, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24258,25, Private, 132683, HS-grad, 9, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
tr24259,73, ?, 177773, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K
tr24260,59, Self-emp-not-inc, 144071, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 2580, 0, 15, El-Salvador, <=50K
tr24261,28, Private, 148429, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2885, 0, 40, United-States, <=50K
tr24262,19, Private, 168601, 11th, 7, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, United-States, <=50K
tr24263,31, State-gov, 78291, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24264,58, Federal-gov, 243929, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr24265,21, Private, 215039, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 13, ?, <=50K
tr24266,30, Private, 121142, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
tr24267,41, Private, 173858, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
tr24268,59, ?, 87247, 10th, 6, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, England, <=50K
tr24269,43, Private, 334991, Some-college, 10, Separated, Transport-moving, Unmarried, White, Male, 4934, 0, 51, United-States, >50K
tr24270,48, Private, 93476, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 2001, 40, United-States, <=50K
tr24271,44, Private, 174283, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24272,44, Private, 128676, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr24273,24, Private, 205844, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr24274,28, Private, 62535, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, <=50K
tr24275,50, Private, 240612, HS-grad, 9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
tr24276,33, Private, 176992, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24277,23, Local-gov, 254127, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 50, United-States, <=50K
tr24278,30, ?, 138744, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24279,46, Private, 128460, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24280,21, State-gov, 56582, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 10, United-States, <=50K
tr24281,52, Private, 153751, 9th, 5, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K
tr24282,26, Private, 284343, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr24283,27, State-gov, 312692, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 12, United-States, <=50K
tr24284,28, Private, 111520, 11th, 7, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Nicaragua, <=50K
tr24285,50, Self-emp-inc, 304955, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
tr24286,28, Private, 288598, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr24287,61, Self-emp-not-inc, 117387, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr24288,32, Private, 230484, 7th-8th, 4, Separated, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
tr24289,51, Local-gov, 186416, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24290,40, Local-gov, 147372, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 2444, 40, United-States, >50K
tr24291,36, Private, 145933, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 2258, 70, United-States, <=50K
tr24292,28, Private, 110164, Some-college, 10, Divorced, Other-service, Other-relative, Black, Male, 0, 0, 24, United-States, <=50K
tr24293,49, Private, 225454, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24294,61, Self-emp-not-inc, 220342, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr24295,41, Self-emp-not-inc, 144002, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
tr24296,55, Private, 225365, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
tr24297,36, Private, 187983, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr24298,21, Private, 89991, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr24299,57, Self-emp-not-inc, 225913, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24300,49, Self-emp-inc, 229737, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 37, United-States, >50K
tr24301,59, Private, 145574, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24302,41, Private, 274363, Some-college, 10, Separated, Sales, Not-in-family, White, Male, 0, 0, 80, United-States, >50K
tr24303,59, Private, 365390, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24304,20, Private, 266467, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr24305,42, Private, 183384, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr24306,41, Local-gov, 112797, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
tr24307,45, Federal-gov, 76008, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24308,36, Private, 156780, HS-grad, 9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, ?, <=50K
tr24309,42, Local-gov, 186909, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
tr24310,25, Private, 25497, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24311,45, Private, 102771, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr24312,58, Self-emp-not-inc, 248841, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr24313,39, Private, 30916, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24314,34, Private, 123270, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24315,22, Self-emp-not-inc, 210165, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24316,44, Private, 222596, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
tr24317,53, Self-emp-inc, 188067, Some-college, 10, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24318,22, Private, 119592, Assoc-acdm, 12, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 2824, 40, ?, >50K
tr24319,27, Private, 250314, 9th, 5, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, Guatemala, <=50K
tr24320,60, Private, 205934, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
