tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1215,17, Private, 231439, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States,?
tst1216,19, Private, 574271, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 28, United-States,?
tst1217,43, Self-emp-not-inc, 96129, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States,?
tst1218,64, State-gov, 105748, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1219,30, ?, 361817, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 25, United-States,?
tst1220,62, ?, 223447, 12th, 8, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, Canada,?
tst1221,18, Private, 74539, 10th, 6, Never-married, Sales, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst1222,38, Self-emp-inc, 478829, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 50, United-States,?
tst1223,25, Private, 167835, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 3325, 0, 40, United-States,?
tst1224,45, Private, 107682, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1225,19, Private, 170720, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States,?
tst1226,23, Private, 245147, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1227,32, Self-emp-not-inc, 34572, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States,?
tst1228,28, Private, 73037, 10th, 6, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 30, United-States,?
tst1229,48, Private, 39530, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1230,31, Private, 340880, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst1231,43, Self-emp-not-inc, 113211, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst1232,56, Private, 189975, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 60, United-States,?
tst1233,29, Private, 210464, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1234,38, Private, 233717, Some-college, 10, Divorced, Exec-managerial, Unmarried, Black, Male, 0, 0, 60, United-States,?
tst1235,55, Private, 148773, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1236,47, Private, 209320, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1237,67, Private, 89346, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1238,51, Self-emp-not-inc, 240236, Assoc-acdm, 12, Separated, Sales, Not-in-family, Black, Male, 0, 0, 30, United-States,?
tst1239,18, Private, 165316, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 30, United-States,?
tst1240,27, Private, 84977, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1241,60, Private, 123218, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1242,52, Local-gov, 187830, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Male, 4934, 0, 36, United-States,?
tst1243,28, Private, 200733, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1244,35, Private, 77146, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States,?
tst1245,51, Private, 61270, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1246,21, Private, 38772, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States,?
tst1247,17, Private, 193748, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States,?
tst1248,21, Private, 178255, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, Columbia,?
tst1249,62, Without-pay, 170114, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst1250,26, Private, 206307, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1251,37, Self-emp-not-inc, 35330, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 42, United-States,?
tst1252,34, Private, 176648, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 42, United-States,?
tst1253,35, Private, 144608, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1254,31, Private, 150441, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1255,19, Private, 410543, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1256,22, Private, 82393, 9th, 5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1257,40, Self-emp-not-inc, 177810, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States,?
tst1258,18, Private, 111256, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States,?
tst1259,26, Self-emp-inc, 266639, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1260,32, Private, 184207, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1261,22, Private, 264874, Some-college, 10, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States,?
tst1262,57, Private, 24384, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 10, United-States,?
tst1263,54, Private, 143822, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst1264,28, Private, 130067, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1265,30, Private, 167309, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1902, 40, United-States,?
tst1266,34, Private, 231043, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3908, 0, 45, United-States,?
tst1267,39, Private, 165848, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1268,53, Private, 154891, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1269,30, Private, 382368, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1270,39, Private, 176101, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1271,43, Private, 115932, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst1272,17, Private, 100828, 11th, 7, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst1273,37, Private, 122493, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States,?
tst1274,33, ?, 211699, Some-college, 10, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1275,35, Private, 258339, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst1276,41, Local-gov, 67671, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1277,21, Private, 229826, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, United-States,?
tst1278,47, Private, 201699, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 50, United-States,?
tst1279,70, Private, 90245, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 5, United-States,?
tst1280,40, Private, 209547, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst1281,57, Local-gov, 143910, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1282,51, Local-gov, 184542, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1283,23, Private, 69911, Preschool, 1, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst1284,37, Private, 178100, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1285,59, Private, 328525, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2414, 0, 15, United-States,?
tst1286,40, Private, 46990, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 20, United-States,?
tst1287,50, Local-gov, 96062, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst1288,79, ?, 76641, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 20051, 0, 40, Poland,?
tst1289,25, Private, 233461, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1290,35, Private, 187329, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1291,39, Local-gov, 164515, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1292,32, Local-gov, 169837, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1293,65, ?, 106910, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 15, United-States,?
tst1294,50, Private, 74879, HS-grad, 9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1295,34, Private, 195602, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States,?
tst1296,58, ?, 53481, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 70, United-States,?
tst1297,64, Self-emp-not-inc, 219661, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 9, United-States,?
tst1298,26, Private, 359543, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, Mexico,?
tst1299,30, Local-gov, 118500, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1300,21, Private, 156687, Some-college, 10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 30, India,?
tst1301,45, State-gov, 127089, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1302,32, State-gov, 111567, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 49, United-States,?
tst1303,49, Private, 83610, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 66, United-States,?
tst1304,40, Private, 193144, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States,?
tst1305,58, Private, 374108, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1306,53, Self-emp-not-inc, 101017, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States,?
tst1307,17, ?, 89870, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst1308,43, Private, 245056, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States,?
tst1309,69, ?, 259323, Prof-school, 15, Divorced, ?, Not-in-family, White, Male, 0, 0, 5, United-States,?
tst1310,19, Private, 64112, 12th, 8, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1311,47, Self-emp-not-inc, 185673, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1312,30, Federal-gov, 319280, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1313,56, Self-emp-inc, 98418, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 40, United-States,?
tst1314,52, Federal-gov, 125796, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1315,20, Private, 472789, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, El-Salvador,?
tst1316,19, Private, 142219, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst1317,31, Private, 87418, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1318,46, Private, 321327, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 45, United-States,?
tst1319,55, Self-emp-inc, 182273, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1320,62, Private, 115387, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 40, United-States,?
tst1321,70, ?, 133248, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 14, United-States,?
tst1322,41, Self-emp-not-inc, 100800, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 70, United-States,?
tst1323,46, Self-emp-inc, 256909, HS-grad, 9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 3325, 0, 45, United-States,?
tst1324,31, Private, 124569, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1325,24, Private, 462820, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1326,43, Local-gov, 413760, Some-college, 10, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1327,60, Private, 325971, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7688, 0, 40, United-States,?
tst1328,33, Private, 189368, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1329,19, Private, 306225, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States,?
tst1330,19, Private, 208506, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 28, United-States,?
tst1331,30, Private, 224377, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1332,61, Self-emp-inc, 171831, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2829, 0, 45, United-States,?
tst1333,28, State-gov, 200775, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst1334,62, Private, 311495, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1335,21, Private, 301556, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States,?
tst1336,52, Local-gov, 152795, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 52, United-States,?
tst1337,42, Federal-gov, 53727, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, ?,?
tst1338,46, Private, 251474, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1339,36, Self-emp-not-inc, 347491, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States,?
tst1340,39, Private, 80680, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States,?
tst1341,46, Private, 149640, 7th-8th, 4, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1342,37, Private, 217838, 5th-6th, 3, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst1343,56, Private, 183884, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1344,35, Private, 241306, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1345,27, ?, 280699, Some-college, 10, Never-married, ?, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1346,36, Self-emp-not-inc, 112497, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 25236, 0, 40, United-States,?
tst1347,43, Private, 498079, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1348,31, Private, 61559, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1349,29, State-gov, 106972, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1350,38, Private, 198216, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1351,32, Private, 132601, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1352,41, Private, 317539, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States,?
tst1353,43, Private, 211860, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 24, United-States,?
tst1354,48, Private, 265192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst1355,76, Private, 208843, 7th-8th, 4, Widowed, Protective-serv, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1356,67, Private, 233022, 11th, 7, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States,?
tst1357,18, Self-emp-inc, 147612, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Female, 0, 0, 8, United-States,?
tst1358,43, Private, 33310, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1359,35, Private, 407913, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1360,22, Private, 134746, 10th, 6, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States,?
tst1361,49, Private, 165953, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1902, 40, United-States,?
tst1362,51, Private, 96609, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1363,24, Local-gov, 84257, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1364,37, Private, 209214, 5th-6th, 3, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst1365,64, Private, 149775, Masters, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 8, United-States,?
tst1366,33, Private, 198727, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1367,35, Private, 117567, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1368,26, Private, 189219, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States,?
tst1369,18, Local-gov, 55658, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States,?
tst1370,51, Private, 205884, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States,?
tst1371,27, ?, 204773, Assoc-acdm, 12, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States,?
tst1372,29, Local-gov, 190525, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 60, Germany,?
tst1373,36, Self-emp-inc, 242080, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 80, United-States,?
tst1374,24, Local-gov, 452640, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 14344, 0, 50, United-States,?
tst1375,48, Private, 236858, 11th, 7, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 31, United-States,?
tst1376,49, Self-emp-inc, 101722, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst1377,38, Private, 300975, Masters, 14, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 1485, 40, ?,?
tst1378,21, Private, 119704, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 35, United-States,?
tst1379,41, State-gov, 210094, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1380,66, Private, 236879, Preschool, 1, Widowed, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, Guatemala,?
tst1381,37, Private, 104359, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1382,23, Private, 13769, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 30, United-States,?
tst1383,23, Private, 615367, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1384,20, Private, 151790, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst1385,66, Private, 134130, Bachelors, 13, Widowed, Other-service, Not-in-family, White, Male, 0, 0, 12, United-States,?
tst1386,68, Private, 191581, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 3273, 0, 40, United-States,?
tst1387,46, Federal-gov, 330901, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States,?
tst1388,37, Private, 172722, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1389,41, Private, 242089, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1390,32, Private, 61898, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 15, United-States,?
tst1391,27, Private, 213842, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States,?
tst1392,20, Private, 170091, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States,?
tst1393,32, Self-emp-not-inc, 205072, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States,?
tst1394,65, Private, 83800, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 27, United-States,?
tst1395,47, Private, 200471, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 4064, 0, 40, United-States,?
tst1396,30, Private, 108247, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1397,63, Self-emp-not-inc, 168048, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States,?
tst1398,35, Private, 491000, Assoc-voc, 11, Divorced, Prof-specialty, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1399,23, Local-gov, 247731, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, Cuba,?
tst1400,48, Private, 189462, Some-college, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 2176, 0, 40, United-States,?
tst1401,40, Self-emp-inc, 110862, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2377, 50, United-States,?
tst1402,48, Private, 278039, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1403,30, Private, 56121, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1404,52, Private, 146567, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 14344, 0, 40, United-States,?
tst1405,31, Private, 132601, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1406,72, Without-pay, 121004, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 55, United-States,?
tst1407,38, Self-emp-not-inc, 152621, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 99, United-States,?
tst1408,41, Private, 222504, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 38, United-States,?
tst1409,28, Private, 52603, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1410,32, Self-emp-not-inc, 48014, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1411,22, ?, 177902, Some-college, 10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 25, United-States,?
tst1412,30, Private, 39386, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 99, United-States,?
tst1413,56, Self-emp-not-inc, 119069, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1414,24, Private, 227594, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst1415,38, Private, 192337, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1416,45, Private, 206947, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1417,60, Self-emp-not-inc, 35649, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1418,34, Private, 148207, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States,?
tst1419,37, Private, 324947, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1420,30, Private, 241885, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1421,29, Private, 147889, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States,?
tst1422,37, Private, 263094, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States,?
tst1423,34, Self-emp-not-inc, 156890, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1424,35, Private, 196178, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1425,54, Private, 172281, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1426,36, Private, 30267, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst1427,51, Private, 103529, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States,?
tst1428,19, ?, 39460, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 60, United-States,?
tst1429,35, Self-emp-not-inc, 238802, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst1430,32, Private, 201988, Prof-school, 15, Married-civ-spouse, Sales, Husband, White, Male, 4508, 0, 40, ?,?
